ave	114841.115
sum50	5742055.75
0000	332318
0001	43540
0002	234623
0003	51822
0004	123399
0005	111176
0006	269056
0007	140164
0008	42476
0009	55456
0010	240923
0011	54962
0012	202861
0013	240376
0014	215251
0015	90463
0016	37369
0017	127220
0018	64485
0019	110353
0020	43503
0021	68392
0022	167103
0023	96032
0024	67028
0025	118849
0026	40370
0027	86981
0028	79924
0029	434485
0030	126472
0031	119234
0032	93357
0033	81474
0034	131400
0035	67606
0036	150169
0037	167177
0038	172082
0039	39223
0040	118521
0041	49876
0042	51863
0043	79356
0044	276302
0045	253154
0046	114968
0047	37474
0048	119931
0049	74930
0050	139765
0051	54294
0052	82935
0053	170031
0054	46095
0055	67843
0056	139267
0057	49998
0058	84352
0059	116004
0060	77115
0061	201294
0062	33240
0063	160329
0064	139972
0065	102929
0066	60523
0067	223973
0068	272778
0069	108259
0070	99376
0071	125538
0072	63392
0073	134216
0074	103971
0075	184217
0076	211013
0077	162679
0078	85707
0079	254345
0080	73040
0081	64537
0082	207587
0083	97478
0084	122670
0085	55815
0086	46485
0087	327185
0088	128912
0089	44458
0090	159579
0091	67206
0092	110836
0093	72317
0094	53326
0095	161540
0096	79331
0097	98533
0098	99934
0099	72920
0100	86769
0101	85447
0102	40517
0103	66340
0104	119188
0105	154115
0106	43996
0107	248622
0108	119310
0109	204374
0110	118650
0111	97548
0112	124948
0113	92023
0114	76711
0115	81474
0116	83441
0117	46689
0118	207125
0119	122238
0120	93118
0121	76482
0122	122780
0123	89506
0124	182641
0125	107173
0126	87553
0127	55379
0128	162120
0129	65704
0130	85639
0131	58901
0132	59826
0133	160045
0134	43105
0135	57924
0136	115196
0137	96960
0138	66579
0139	109078
0140	223827
0141	58195
0142	233546
0143	253839
0144	125890
0145	68097
0146	85040
0147	133946
0148	139927
0149	136258
0150	95122
0151	63264
0152	202128
0153	76150
0154	52219
0155	139946
0156	42816
0157	120125
0158	136580
0159	25647
0160	61101
0161	124018
0162	86808
0163	119774
0164	31021
0165	71131
0166	74274
0167	72279
0168	30194
0169	116265
0170	99306
0171	54685
0172	190725
0173	73146
0174	88392
0175	61025
0176	141928
0177	46666
0178	94503
0179	112882
0180	149977
0181	115237
0182	125182
0183	75762
0184	198201
0185	101244
0186	36171
0187	242007
0188	91601
0189	54597
0190	107552
0191	172171
0192	156316
0193	295637
0194	80690
0195	84630
0196	55068
0197	88414
0198	68681
0199	254354
0200	165744
0201	206345
0202	231971
0203	69194
0204	159242
0205	142996
0206	127001
0207	114999
0208	24210
0209	92280
0210	393653
0211	54750
0212	150878
0213	200063
0214	135556
0215	58521
0216	277005
0217	57250
0218	112152
0219	207181
0220	99887
0221	64777
0222	113084
0223	170258
0224	100077
0225	67830
0226	150554
0227	57706
0228	46816
0229	194449
0230	261345
0231	55531
0232	105385
0233	60263
0234	183942
0235	83756
0236	59531
0237	151026
0238	307591
0239	97666
0240	269796
0241	140250
0242	117618
0243	85023
0244	42219
0245	72250
0246	41693
0247	83526
0248	59015
0249	55032
0250	131216
0251	71131
0252	141562
0253	198262
0254	192934
0255	193542
0256	75388
0257	191931
0258	62774
0259	200573
0260	58057
0261	160913
0262	52036
0263	54031
0264	226836
0265	47722
0266	75353
0267	72915
0268	50701
0269	136490
0270	54024
0271	26866
0272	72717
0273	76173
0274	177398
0275	145139
0276	183547
0277	181227
0278	58716
0279	96046
0280	97692
0281	47332
0282	225897
0283	155340
0284	104946
0285	141284
0286	134742
0287	93059
0288	42816
0289	57136
0290	60612
0291	92693
0292	204869
0293	285795
0294	243856
0295	55916
0296	108512
0297	178713
0298	47097
0299	89882
0300	27481
0301	112529
0302	70065
0303	39231
0304	160520
0305	160010
0306	102590
0307	101652
0308	68576
0309	113671
0310	66514
0311	26932
0312	142711
0313	111960
0314	64016
0315	166068
0316	60893
0317	43093
0318	91020
0319	161666
0320	56155
0321	170194
0322	136690
0323	122999
0324	57841
0325	61736
0326	56115
0327	52977
0328	140553
0329	96535
0330	110228
0331	120293
0332	24821
0333	150515
0334	72019
0335	73623
0336	128429
0337	197610
0338	79357
0339	41259
0340	92141
0341	160810
0342	68303
0343	80119
0344	113318
0345	240257
0346	178079
0347	21207
0348	318850
0349	84985
0350	68463
0351	69497
0352	95714
0353	103500
0354	53813
0355	488559
0356	120741
0357	95164
0358	140543
0359	118554
0360	41483
0361	99200
0362	184791
0363	52354
0364	102064
0365	92792
0366	78411
0367	214346
0368	62594
0369	104879
0370	133761
0371	124170
0372	22967
0373	60838
0374	175448
0375	56025
0376	93896
0377	42780
0378	64234
0379	307509
0380	183834
0381	118107
0382	62077
0383	82709
0384	78280
0385	236192
0386	48148
0387	84834
0388	29761
0389	169507
0390	59936
0391	73206
0392	212406
0393	79815
0394	222070
0395	68440
0396	74276
0397	57657
0398	90134
0399	123911
0400	29035
0401	70554
0402	69593
0403	60248
0404	117371
0405	91482
0406	205529
0407	268634
0408	56901
0409	111593
0410	66101
0411	68619
0412	47319
0413	75689
0414	143211
0415	247433
0416	136117
0417	195488
0418	74331
0419	23329
0420	54605
0421	326196
0422	88936
0423	29751
0424	66349
0425	106024
0426	96769
0427	113987
0428	77951
0429	233513
0430	122793
0431	58174
0432	105457
0433	71562
0434	215080
0435	45294
0436	74799
0437	166251
0438	260751
0439	71657
0440	52775
0441	56497
0442	87185
0443	74578
0444	80635
0445	45764
0446	268481
0447	215673
0448	119967
0449	507739
0450	107250
0451	97857
0452	102866
0453	90480
0454	101526
0455	85121
0456	73263
0457	180075
0458	165058
0459	298810
0460	325449
0461	76119
0462	96440
0463	153617
0464	75363
0465	81693
0466	276847
0467	31059
0468	182081
0469	49237
0470	180891
0471	62381
0472	192897
0473	199540
0474	58972
0475	100581
0476	64103
0477	98784
0478	44646
0479	219054
0480	61342
0481	46427
0482	51050
0483	213747
0484	47770
0485	101569
0486	188617
0487	83974
0488	123163
0489	77227
0490	64599
0491	70791
0492	50850
0493	85744
0494	74902
0495	116331
0496	142484
0497	116314
0498	58735
0499	104478
0500	75812
0501	322742
0502	36551
0503	133750
0504	55310
0505	68316
0506	33463
0507	120894
0508	54584
0509	69153
0510	65497
0511	120988
0512	132552
0513	79525
0514	187527
0515	126128
0516	231519
0517	21004
0518	70333
0519	140619
0520	106374
0521	162494
0522	153558
0523	78668
0524	78740
0525	55671
0526	53059
0527	131557
0528	121170
0529	59176
0530	84397
0531	59375
0532	84904
0533	282700
0534	83185
0535	71610
0536	127303
0537	52022
0538	239666
0539	32392
0540	136000
0541	125390
0542	61578
0543	111256
0544	149481
0545	53990
0546	35500
0547	270891
0548	125049
0549	80852
0550	57235
0551	56175
0552	71171
0553	96269
0554	72608
0555	45954
0556	268646
0557	75765
0558	107935
0559	63991
0560	288008
0561	114836
0562	63803
0563	58396
0564	61180
0565	126003
0566	90815
0567	87398
0568	215887
0569	60712
0570	68012
0571	67463
0572	149169
0573	147738
0574	75981
0575	65740
0576	77041
0577	37379
0578	96540
0579	132008
0580	217504
0581	103220
0582	204865
0583	86125
0584	164491
0585	85034
0586	167834
0587	80142
0588	66558
0589	71608
0590	59377
0591	58509
0592	68325
0593	66082
0594	233037
0595	63010
0596	175532
0597	65656
0598	95388
0599	42373
0600	148682
0601	145375
0602	184053
0603	191464
0604	141128
0605	37114
0606	89025
0607	97308
0608	137510
0609	49365
0610	233385
0611	251921
0612	235653
0613	35885
0614	101950
0615	84704
0616	71462
0617	93336
0618	201784
0619	210306
0620	69593
0621	93369
0622	47030
0623	66256
0624	206669
0625	80647
0626	160801
0627	116550
0628	168531
0629	76806
0630	168044
0631	138842
0632	106605
0633	67098
0634	99981
0635	73998
0636	103053
0637	63346
0638	123149
0639	56425
0640	93710
0641	33467
0642	57465
0643	31693
0644	82039
0645	72671
0646	91638
0647	78771
0648	104271
0649	107795
0650	217005
0651	221544
0652	41026
0653	110089
0654	93909
0655	47087
0656	118329
0657	50305
0658	70053
0659	312216
0660	127137
0661	45657
0662	245038
0663	83051
0664	60354
0665	85479
0666	113053
0667	98744
0668	45327
0669	103372
0670	109736
0671	50321
0672	34966
0673	145612
0674	60415
0675	87341
0676	255157
0677	156391
0678	54553
0679	143117
0680	85193
0681	171798
0682	132035
0683	97761
0684	191268
0685	65814
0686	127209
0687	100654
0688	240313
0689	103275
0690	60175
0691	115362
0692	65061
0693	188304
0694	80292
0695	142996
0696	78618
0697	214132
0698	60988
0699	74569
0700	89691
0701	21371
0702	54314
0703	178097
0704	83356
0705	136060
0706	177479
0707	55260
0708	66786
0709	73124
0710	58971
0711	90820
0712	72321
0713	136119
0714	85293
0715	63771
0716	106685
0717	237622
0718	86263
0719	50700
0720	51177
0721	191108
0722	98507
0723	59166
0724	79994
0725	141604
0726	180043
0727	116230
0728	78470
0729	152900
0730	306947
0731	81784
0732	98616
0733	83387
0734	66848
0735	154978
0736	128208
0737	216818
0738	82458
0739	89764
0740	224381
0741	49149
0742	78035
0743	118415
0744	173005
0745	150514
0746	51927
0747	123517
0748	203286
0749	58054
0750	40934
0751	47709
0752	106890
0753	135951
0754	52393
0755	121817
0756	63240
0757	90872
0758	161153
0759	60989
0760	44137
0761	24022
0762	164842
0763	126653
0764	160238
0765	151079
0766	72028
0767	49006
0768	53938
0769	194979
0770	177950
0771	182370
0772	174838
0773	196835
0774	24750
0775	115778
0776	129560
0777	155504
0778	202089
0779	40702
0780	114803
0781	64457
0782	93125
0783	68072
0784	91414
0785	165693
0786	129268
0787	30155
0788	69102
0789	118432
0790	47478
0791	193960
0792	72998
0793	38832
0794	107740
0795	77700
0796	178098
0797	90560
0798	141530
0799	72192
0800	254708
0801	141565
0802	61854
0803	269010
0804	76073
0805	93538
0806	44841
0807	41477
0808	59077
0809	59317
0810	102463
0811	57027
0812	86101
0813	177210
0814	85667
0815	50950
0816	81304
0817	127859
0818	278342
0819	177841
0820	199919
0821	225232
0822	124795
0823	97118
0824	49428
0825	70806
0826	171658
0827	110536
0828	150778
0829	87940
0830	117175
0831	165560
0832	145050
0833	140213
0834	180367
0835	70464
0836	133197
0837	72634
0838	109029
0839	120292
0840	40930
0841	68769
0842	112032
0843	233383
0844	193007
0845	319234
0846	78731
0847	97970
0848	128064
0849	161288
0850	78511
0851	56436
0852	197190
0853	54807
0854	83128
0855	78513
0856	89229
0857	158788
0858	73419
0859	391254
0860	85556
0861	62174
0862	214490
0863	60666
0864	34686
0865	156961
0866	74168
0867	69502
0868	42410
0869	38043
0870	188167
0871	142180
0872	139467
0873	58288
0874	21777
0875	67149
0876	150441
0877	62546
0878	99280
0879	108966
0880	140573
0881	35906
0882	133137
0883	64715
0884	149522
0885	65336
0886	36857
0887	78016
0888	179644
0889	63868
0890	81899
0891	129946
0892	32498
0893	54345
0894	80297
0895	50101
0896	49603
0897	162405
0898	96462
0899	172032
0900	56385
0901	101684
0902	44257
0903	78433
0904	38431
0905	59192
0906	77790
0907	129600
0908	163678
0909	108910
0910	74512
0911	68821
0912	71343
0913	263286
0914	248804
0915	98761
0916	198328
0917	125749
0918	59788
0919	78124
0920	188479
0921	117044
0922	183694
0923	71137
0924	70866
0925	141189
0926	184742
0927	179102
0928	85104
0929	125684
0930	50925
0931	87103
0932	54480
0933	173789
0934	225291
0935	78736
0936	123565
0937	203958
0938	78211
0939	83568
0940	116626
0941	49713
0942	344200
0943	69505
0944	60238
0945	68690
0946	86547
0947	207174
0948	137836
0949	174213
0950	361121
0951	26973
0952	49548
0953	78993
0954	393115
0955	32650
0956	68763
0957	73273
0958	225775
0959	292336
0960	37178
0961	85106
0962	85852
0963	69835
0964	248146
0965	142801
0966	180923
0967	97149
0968	153710
0969	71641
0970	85264
0971	202062
0972	254205
0973	198635
0974	128341
0975	157161
0976	208916
0977	61623
0978	74841
0979	126371
0980	196395
0981	443923
0982	71339
0983	119211
0984	36431
0985	107704
0986	43670
0987	91673
0988	67820
0989	225387
0990	47340
0991	75225
0992	85333
0993	118590
0994	51334
0995	97190
0996	107824
0997	248843
0998	78017
0999	147197
