ave	1700.063
sum50	85003.15000000001
max	3477
min	911
0000	2429
0001	1312
0002	1524
0003	1759
0004	2682
0005	1879
0006	2213
0007	1865
0008	1977
0009	2802
0010	1205
0011	1540
0012	1904
0013	1041
0014	1349
0015	2424
0016	1923
0017	2242
0018	1100
0019	1611
0020	1194
0021	1692
0022	2812
0023	996
0024	1287
0025	1725
0026	1002
0027	1296
0028	969
0029	1343
0030	1827
0031	2594
0032	2388
0033	1998
0034	1546
0035	1231
0036	1659
0037	1536
0038	2398
0039	2155
0040	1645
0041	2188
0042	1394
0043	2283
0044	2062
0045	1073
0046	2121
0047	2940
0048	1743
0049	1134
0050	2970
0051	2688
0052	1785
0053	1178
0054	1212
0055	2059
0056	1145
0057	993
0058	2024
0059	2785
0060	1867
0061	2469
0062	2338
0063	1679
0064	1590
0065	1342
0066	1476
0067	1275
0068	3011
0069	1800
0070	2789
0071	2644
0072	1706
0073	1714
0074	1354
0075	1742
0076	1802
0077	1921
0078	1586
0079	1374
0080	1381
0081	1163
0082	1309
0083	2328
0084	2089
0085	1275
0086	1545
0087	1516
0088	1171
0089	1755
0090	1631
0091	928
0092	1274
0093	2880
0094	1014
0095	1428
0096	1340
0097	1860
0098	1188
0099	1857
0100	1506
0101	2835
0102	1549
0103	1602
0104	1265
0105	1549
0106	1413
0107	2366
0108	991
0109	1737
0110	1427
0111	1741
0112	1691
0113	2753
0114	1918
0115	1029
0116	1864
0117	1774
0118	2277
0119	2806
0120	1309
0121	1599
0122	1669
0123	2188
0124	1846
0125	1033
0126	1812
0127	1043
0128	1937
0129	1154
0130	1433
0131	1123
0132	1681
0133	1876
0134	1055
0135	1679
0136	2212
0137	1167
0138	1735
0139	2089
0140	1037
0141	1897
0142	1615
0143	1494
0144	2035
0145	1706
0146	1650
0147	1580
0148	1615
0149	1558
0150	985
0151	2431
0152	1647
0153	1120
0154	2019
0155	2739
0156	1586
0157	2349
0158	918
0159	1624
0160	1785
0161	1811
0162	1512
0163	1672
0164	1527
0165	1648
0166	1501
0167	2379
0168	1550
0169	2096
0170	2976
0171	2637
0172	1794
0173	1650
0174	1921
0175	964
0176	1392
0177	1768
0178	1676
0179	1006
0180	1182
0181	1447
0182	2664
0183	1399
0184	3477
0185	1593
0186	1535
0187	1011
0188	1538
0189	2199
0190	2189
0191	1205
0192	2499
0193	1683
0194	1921
0195	1110
0196	2089
0197	1805
0198	1776
0199	1114
0200	1070
0201	1312
0202	1848
0203	1363
0204	1651
0205	1627
0206	1134
0207	1232
0208	3305
0209	2331
0210	1095
0211	1952
0212	1055
0213	1115
0214	1350
0215	1774
0216	1012
0217	2801
0218	1952
0219	1485
0220	1200
0221	2368
0222	1705
0223	1933
0224	1414
0225	1496
0226	2880
0227	1046
0228	1329
0229	1456
0230	1509
0231	1858
0232	1704
0233	2775
0234	2290
0235	1084
0236	1201
0237	2062
0238	1644
0239	2257
0240	1152
0241	1718
0242	1851
0243	1843
0244	1238
0245	1074
0246	1268
0247	2305
0248	1639
0249	2812
0250	1655
0251	2020
0252	1547
0253	2565
0254	2830
0255	1925
0256	1511
0257	1041
0258	1319
0259	1886
0260	2189
0261	1252
0262	1921
0263	1924
0264	2499
0265	1846
0266	1310
0267	2200
0268	2395
0269	1844
0270	2427
0271	1399
0272	2116
0273	1288
0274	1624
0275	2216
0276	2179
0277	1605
0278	1443
0279	1688
0280	1072
0281	1579
0282	1619
0283	1687
0284	2752
0285	1955
0286	1478
0287	1660
0288	1158
0289	1433
0290	1480
0291	1665
0292	2722
0293	1037
0294	3192
0295	1680
0296	1089
0297	1568
0298	1279
0299	1460
0300	1742
0301	1063
0302	2544
0303	1083
0304	2268
0305	2017
0306	1695
0307	2475
0308	982
0309	1052
0310	1929
0311	1057
0312	1193
0313	1411
0314	994
0315	1625
0316	1553
0317	2403
0318	1338
0319	1686
0320	1085
0321	2247
0322	2895
0323	1326
0324	1587
0325	1094
0326	1306
0327	959
0328	1836
0329	1133
0330	1920
0331	1271
0332	1993
0333	1627
0334	1349
0335	1673
0336	2403
0337	2547
0338	3381
0339	1662
0340	985
0341	2280
0342	2197
0343	1946
0344	1589
0345	2670
0346	1941
0347	1358
0348	2574
0349	1488
0350	1748
0351	1252
0352	1056
0353	1019
0354	1760
0355	2246
0356	2137
0357	1748
0358	2732
0359	2951
0360	985
0361	2150
0362	1795
0363	2146
0364	1198
0365	1402
0366	1491
0367	1537
0368	2195
0369	1604
0370	2193
0371	981
0372	1571
0373	1861
0374	1088
0375	1359
0376	1172
0377	1034
0378	2796
0379	1551
0380	2168
0381	1313
0382	1138
0383	2516
0384	1739
0385	1736
0386	2042
0387	1568
0388	1599
0389	1941
0390	1909
0391	1570
0392	2435
0393	1036
0394	1356
0395	1898
0396	1186
0397	1413
0398	1871
0399	1006
0400	2422
0401	1643
0402	1352
0403	2150
0404	1997
0405	1697
0406	1119
0407	1306
0408	2333
0409	1702
0410	1286
0411	1125
0412	1579
0413	1440
0414	985
0415	1646
0416	1238
0417	2245
0418	1587
0419	1252
0420	1584
0421	1635
0422	1133
0423	1579
0424	1171
0425	1164
0426	1124
0427	2844
0428	1594
0429	1161
0430	1874
0431	1699
0432	1566
0433	2824
0434	1449
0435	1680
0436	1881
0437	2003
0438	1289
0439	2115
0440	1660
0441	2050
0442	2347
0443	2320
0444	1961
0445	1971
0446	2357
0447	958
0448	2061
0449	2131
0450	2446
0451	1096
0452	1221
0453	3141
0454	2149
0455	2896
0456	1113
0457	1030
0458	1593
0459	1428
0460	2447
0461	2467
0462	1731
0463	1665
0464	2373
0465	1453
0466	1675
0467	1890
0468	1614
0469	1263
0470	1853
0471	954
0472	1733
0473	1719
0474	1171
0475	1041
0476	1201
0477	2395
0478	1310
0479	1083
0480	1830
0481	1179
0482	1469
0483	1185
0484	1860
0485	1064
0486	1644
0487	2210
0488	2990
0489	1253
0490	1365
0491	1542
0492	1577
0493	1218
0494	1168
0495	1619
0496	1988
0497	1624
0498	1772
0499	1544
0500	2350
0501	2086
0502	2772
0503	1440
0504	1257
0505	1019
0506	1874
0507	1719
0508	1627
0509	1856
