49	182293	33	21	25	21
55	182956	41	35	17	31
51	186960	32	39	45	23
57	164891	51	50	21	21
63	149566	57	34	33	35
61	149333	10	3	29	23
59	163127	45	26	27	33
61	138367	45	20	27	37
55	149029	29	2	27	39
67	145600	9	8	35	35
59	158502	9	44	1	19
55	157691	29	11	29	23
49	167354	8	39	25	25
49	185188	47	25	23	27
61	157951	49	61	27	37
59	145321	46	23	35	37
63	143815	31	18	49	37
53	202868	39	44	5	45
57	161234	26	11	23	27
55	159051	32	47	35	15
59	163207	29	52	23	27
55	163889	7	45	19	35
57	171290	27	9	33	41
61	147947	7	37	15	37
49	200439	12	17	29	37
69	141629	60	5	29	51
61	177582	55	6	27	5
55	197842	5	21	25	25
53	170460	15	37	25	5
51	174569	22	45	27	39
49	224348	24	1	25	25
55	177785	31	52	27	27
67	140528	39	21	61	29
61	170021	14	51	23	55
61	156846	47	44	51	5
51	181717	27	15	15	33
49	183636	16	17	31	23
61	161478	21	49	7	41
57	156643	16	11	33	7
59	177376	16	57	35	39
61	148826	24	39	47	21
49	193383	49	31	25	15
61	155446	39	30	21	25
51	189262	40	47	29	27
55	166606	2	27	13	3
61	155828	4	15	25	27
55	184271	43	23	25	45
49	189487	31	5	3	29
63	137247	11	37	9	35
55	170116	37	39	55	45
59	153378	51	33	41	45
63	170061	32	17	45	25
57	149672	1	21	41	27
65	153520	27	37	37	41
67	149962	10	25	39	67
59	155931	39	53	53	57
53	163179	35	43	29	31
55	179805	31	21	15	25
55	166161	3	28	35	35
53	166619	23	22	37	43
51	156805	29	45	31	49
61	143919	8	43	45	23
55	158048	13	48	43	1
53	154730	13	34	37	29
49	186322	11	36	29	21
67	135210	31	13	41	37
57	190666	9	48	23	21
57	166895	47	18	31	19
61	149908	7	51	45	7
53	201267	27	4	11	29
55	162608	13	24	55	55
49	169922	33	37	19	29
55	169791	47	44	21	19
59	157353	23	33	29	33
57	170926	36	41	41	17
57	191355	21	1	29	9
67	135822	63	14	21	53
69	135045	15	9	11	25
69	131116	65	27	25	25
53	160997	6	29	5	7
53	187376	37	29	37	29
53	164519	41	38	29	29
59	160895	41	7	41	7
63	151382	43	29	37	33
61	158672	26	17	25	15
57	187515	27	8	25	35
51	191172	13	32	19	23
49	195536	44	39	17	49
63	155631	62	21	53	47
55	165940	14	3	25	25
55	170631	21	3	33	39
63	135874	3	52	5	11
49	194003	10	45	5	39
67	160663	3	29	23	41
59	171555	7	52	15	33
49	178733	37	40	29	21
53	168683	5	19	21	19
63	148736	38	49	29	39
61	165335	32	17	15	15
51	185983	1	9	19	35
